xflr5 v6.61

Mission 1 Iteration 1
T7-VLM2
QInf  =,   35.062996 ,m/s
Alpha = ,  -1.408554
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.125021
Cy    = ,   0.000000
Cd=,   0.013046,ICd=,    0.004253,PCd=,    0.008794
Cl   = ,-2.44683e-17
Cm   =, 0.000829563
ICn=,   -0.000000,PCn=,   -0.000000
XCP=,    0.068664, YCP=,    0.000000, ZCP=,    0.017281 
XNP=,    0.123455
Bending =,    0.000000



Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
 355,   2.611e-01,   3.242e-01,   9.979e-03,       0.059,       0.000,       0.998,   1.167e-03,      0.4567
 356,   2.234e-01,   3.242e-01,   1.178e-02,       0.016,       0.000,       1.000,   1.278e-03,      0.3890
 357,   1.828e-01,   3.242e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.316e-03,      0.2916
 358,   1.415e-01,   3.242e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.279e-03,      0.1920
 359,   1.020e-01,   3.242e-01,   9.641e-03,      -0.049,       0.000,       0.999,   1.167e-03,      0.1125
 360,   6.667e-02,   3.242e-01,   7.773e-03,      -0.064,       0.000,       0.998,   9.871e-04,      0.0201
 361,   3.743e-02,   3.242e-01,   5.765e-03,      -0.085,       0.000,       0.996,   7.503e-04,     -0.1139
 362,   1.603e-02,   3.242e-01,   3.744e-03,      -0.135,       0.000,       0.991,   4.710e-04,     -0.4603
 363,   3.727e-03,   3.242e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.671e-04,     -2.5297
Strip 29
 364,   3.435e-01,   3.547e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.492e-04,      0.1960
 365,   3.361e-01,   3.547e-01,   1.453e-03,       0.156,       0.000,       0.988,   4.378e-04,      0.3019
 366,   3.191e-01,   3.547e-01,   3.985e-03,       0.131,       0.000,       0.991,   6.987e-04,      0.3856
 367,   2.937e-01,   3.547e-01,   7.103e-03,       0.099,       0.000,       0.995,   9.173e-04,      0.4411
 368,   2.611e-01,   3.547e-01,   9.978e-03,       0.059,       0.000,       0.998,   1.082e-03,      0.4439
 369,   2.234e-01,   3.547e-01,   1.178e-02,       0.016,       0.000,       1.000,   1.184e-03,      0.3765
 370,   1.828e-01,   3.547e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.220e-03,      0.2810
 371,   1.415e-01,   3.547e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.185e-03,      0.1845
 372,   1.020e-01,   3.547e-01,   9.641e-03,      -0.049,       0.000,       0.999,   1.081e-03,      0.1083
 373,   6.666e-02,   3.547e-01,   7.773e-03,      -0.064,       0.000,       0.998,   9.146e-04,      0.0188
 374,   3.743e-02,   3.547e-01,   5.765e-03,      -0.085,       0.000,       0.996,   6.952e-04,     -0.1132
 375,   1.603e-02,   3.547e-01,   3.744e-03,      -0.135,       0.000,       0.991,   4.364e-04,     -0.4579
 376,   3.727e-03,   3.547e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.548e-04,     -2.5239
Strip 30
 377,   3.435e-01,   3.827e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.363e-04,      0.1916
 378,   3.361e-01,   3.827e-01,   1.453e-03,       0.156,       0.000,       0.988,   4.001e-04,      0.2940
 379,   3.191e-01,   3.827e-01,   3.985e-03,       0.131,       0.000,       0.991,   6.386e-04,      0.3738
 380,   2.936e-01,   3.827e-01,   7.103e-03,       0.099,       0.000,       0.995,   8.383e-04,      0.4261
 381,   2.611e-01,   3.827e-01,   9.978e-03,       0.059,       0.000,       0.998,   9.886e-04,      0.4272
 382,   2.234e-01,   3.827e-01,   1.178e-02,       0.016,       0.000,       1.000,   1.082e-03,      0.3604
 383,   1.828e-01,   3.827e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.115e-03,      0.2677
 384,   1.415e-01,   3.827e-01,   1.123e-02,      -0.037,       0.000,       0.999,   1.083e-03,      0.1754
 385,   1.020e-01,   3.827e-01,   9.640e-03,      -0.049,       0.000,       0.999,   9.880e-04,      0.1040
 386,   6.666e-02,   3.827e-01,   7.773e-03,      -0.064,       0.000,       0.998,   8.359e-04,      0.0189
 387,   3.742e-02,   3.827e-01,   5.765e-03,      -0.085,       0.000,       0.996,   6.354e-04,     -0.1098
 388,   1.603e-02,   3.827e-01,   3.744e-03,      -0.135,       0.000,       0.991,   3.988e-04,     -0.4512
 389,   3.727e-03,   3.827e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.415e-04,     -2.5088
Strip 31
 390,   3.435e-01,   4.082e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.226e-04,      0.1859
 391,   3.361e-01,   4.082e-01,   1.453e-03,       0.156,       0.000,       0.988,   3.597e-04,      0.2836
 392,   3.191e-01,   4.082e-01,   3.984e-03,       0.131,       0.000,       0.991,   5.741e-04,      0.3584
 393,   2.936e-01,   4.082e-01,   7.103e-03,       0.099,       0.000,       0.995,   7.537e-04,      0.4064
 394,   2.611e-01,   4.082e-01,   9.977e-03,       0.059,       0.000,       0.998,   8.888e-04,      0.4056
 395,   2.234e-01,   4.082e-01,   1.178e-02,       0.016,       0.000,       1.000,   9.730e-04,      0.3399
 396,   1.828e-01,   4.082e-01,   1.211e-02,      -0.016,       0.000,       1.000,   1.002e-03,      0.2512
 397,   1.415e-01,   4.082e-01,   1.123e-02,      -0.037,       0.000,       0.999,   9.735e-04,      0.1644
 398,   1.020e-01,   4.082e-01,   9.640e-03,      -0.049,       0.000,       0.999,   8.883e-04,      0.0995
 399,   6.666e-02,   4.082e-01,   7.772e-03,      -0.064,       0.000,       0.998,   7.515e-04,      0.0207
 400,   3.742e-02,   4.082e-01,   5.765e-03,      -0.085,       0.000,       0.996,   5.713e-04,     -0.1026
 401,   1.603e-02,   4.082e-01,   3.744e-03,      -0.135,       0.000,       0.991,   3.586e-04,     -0.4383
 402,   3.727e-03,   4.082e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.272e-04,     -2.4807
Strip 32
 403,   3.435e-01,   4.309e-01,   2.173e-04,       0.171,       0.000,       0.985,   1.080e-04,      0.1785
 404,   3.360e-01,   4.309e-01,   1.453e-03,       0.156,       0.000,       0.988,   3.169e-04,      0.2703
 405,   3.191e-01,   4.309e-01,   3.984e-03,       0.131,       0.000,       0.991,   5.057e-04,      0.3383
 406,   2.936e-01,   4.309e-01,   7.102e-03,       0.099,       0.000,       0.995,   6.639e-04,      0.3809
 407,   2.611e-01,   4.309e-01,   9.977e-03,       0.059,       0.000,       0.998,   7.829e-04,      0.3781
 408,   2.234e-01,   4.309e-01,   1.178e-02,       0.016,       0.000,       1.000,   8.571e-04,      0.3145
 409,   1.827e-01,   4.309e-01,   1.211e-02,      -0.016,       0.000,       1.000,   8.827e-04,      0.2309
 410,   1.415e-01,   4.309e-01,   1.123e-02,      -0.037,       0.000,       0.999,   8.576e-04,      0.1513
 411,   1.020e-01,   4.309e-01,   9.640e-03,      -0.049,       0.000,       0.999,   7.825e-04,      0.0945
 412,   6.665e-02,   4.309e-01,   7.772e-03,      -0.064,       0.000,       0.998,   6.620e-04,      0.0246
 413,   3.742e-02,   4.309e-01,   5.764e-03,      -0.085,       0.000,       0.996,   5.032e-04,     -0.0903
 414,   1.603e-02,   4.309e-01,   3.744e-03,      -0.135,       0.000,       0.991,   3.159e-04,     -0.4170
 415,   3.727e-03,   4.309e-01,   1.825e-03,      -0.314,       0.000,       0.949,   1.121e-04,     -2.4352
Strip 33
 416,   3.435e-01,   4.506e-01,   2.173e-04,       0.171,       0.000,       0.985,   9.264e-05,      0.1692
 417,   3.360e-01,   4.506e-01,   1.453e-03,       0.156,       0.000,       0.988,   2.719e-04,      0.2531
 418,   3.191e-01,   4.506e-01,   3.984e-03,       0.131,       0.000,       0.991,   4.339e-04,      0.3124
 419,   2.936e-01,   4.506e-01,   7.102e-03,       0.099,       0.000,       0.995,   5.696e-04,      0.3486
 420,   2.611e-01,   4.506e-01,   9.977e-03,       0.059,       0.000,       0.998,   6.717e-04,      0.3439
 421,   2.234e-01,   4.506e-01,   1.178e-02,       0.016,       0.000,       1.000,   7.353e-04,      0.2836
 422,   1.827e-01,   4.506e-01,   1.211e-02,      -0.016,       0.000,       1.000,   7.574e-04,      0.2069
 423,   1.415e-01,   4.506e-01,   1.123e-02,      -0.037,       0.000,       0.999,   7.358e-04,      0.1356
 424,   1.020e-01,   4.506e-01,   9.639e-03,      -0.049,       0.000,       0.999,   6.713e-04,      0.0883
 425,   6.665e-02,   4.506e-01,   7.772e-03,      -0.064,       0.000,       0.998,   5.680e-04,      0.0301
 426,   3.742e-02,   4.506e-01,   5.764e-03,      -0.085,       0.000,       0.996,   4.318e-04,     -0.0717
 427,   1.603e-02,   4.506e-01,   3.743e-03,      -0.135,       0.000,       0.991,   2.710e-04,     -0.3844
 428,   3.726e-03,   4.506e-01,   1.825e-03,      -0.314,       0.000,       0.949,   9.615e-05,     -2.3664
Strip 34
 429,   3.435e-01,   4.673e-01,   2.173e-04,       0.171,       0.000,       0.985,   7.667e-05,      0.1575
 430,   3.360e-01,   4.673e-01,   1.453e-03,       0.156,       0.000,       0.988,   2.250e-04,      0.2311
 431,   3.191e-01,   4.673e-01,   3.984e-03,       0.131,       0.000,       0.991,   3.591e-04,      0.2797
 432,   2.936e-01,   4.673e-01,   7.102e-03,       0.099,       0.000,       0.995,   4.714e-04,      0.3086
 433,   2.611e-01,   4.673e-01,   9.976e-03,       0.059,       0.000,       0.998,   5.559e-04,      0.3026
 434,   2.234e-01,   4.673e-01,   1.178e-02,       0.016,       0.000,       1.000,   6.086e-04,      0.2473
 435,   1.827e-01,   4.673e-01,   1.211e-02,      -0.016,       0.000,       1.000,   6.268e-04,      0.1792
 436,   1.415e-01,   4.673e-01,   1.123e-02,      -0.037,       0.000,       0.999,   6.089e-04,      0.1174
 437,   1.020e-01,   4.673e-01,   9.639e-03,      -0.049,       0.000,       0.999,   5.556e-04,      0.0800
 438,   6.665e-02,   4.673e-01,   7.771e-03,      -0.064,       0.000,       0.998,   4.701e-04,      0.0356
 439,   3.742e-02,   4.673e-01,   5.764e-03,      -0.085,       0.000,       0.996,   3.573e-04,     -0.0464
 440,   1.603e-02,   4.673e-01,   3.743e-03,      -0.135,       0.000,       0.991,   2.243e-04,     -0.3363
 441,   3.726e-03,   4.673e-01,   1.824e-03,      -0.314,       0.000,       0.949,   7.958e-05,     -2.2664
Strip 35
 442,   3.435e-01,   4.807e-01,   2.172e-04,       0.171,       0.000,       0.985,   6.018e-05,      0.1427
 443,   3.360e-01,   4.807e-01,   1.453e-03,       0.156,       0.000,       0.988,   1.766e-04,      0.2030
 444,   3.191e-01,   4.807e-01,   3.984e-03,       0.131,       0.000,       0.991,   2.819e-04,      0.2390
 445,   2.936e-01,   4.807e-01,   7.102e-03,       0.099,       0.000,       0.995,   3.701e-04,      0.2607
 446,   2.611e-01,   4.807e-01,   9.976e-03,       0.059,       0.000,       0.998,   4.364e-04,      0.2542
 447,   2.234e-01,   4.807e-01,   1.178e-02,       0.016,       0.000,       1.000,   4.777e-04,      0.2059
 448,   1.827e-01,   4.807e-01,   1.211e-02,      -0.016,       0.000,       1.000,   4.920e-04,      0.1482
 449,   1.415e-01,   4.807e-01,   1.122e-02,      -0.037,       0.000,       0.999,   4.780e-04,      0.0970
 450,   1.020e-01,   4.807e-01,   9.639e-03,      -0.049,       0.000,       0.999,   4.361e-04,      0.0690
 451,   6.665e-02,   4.807e-01,   7.771e-03,      -0.064,       0.000,       0.998,   3.690e-04,      0.0382
 452,   3.742e-02,   4.807e-01,   5.764e-03,      -0.085,       0.000,       0.996,   2.805e-04,     -0.0172
 453,   1.603e-02,   4.807e-01,   3.743e-03,      -0.135,       0.000,       0.991,   1.761e-04,     -0.2666
 454,   3.726e-03,   4.807e-01,   1.824e-03,      -0.314,       0.000,       0.949,   6.247e-05,     -2.1226
Strip 36
 455,   3.435e-01,   4.909e-01,   2.172e-04,       0.171,       0.000,       0.985,   4.328e-05,      0.1239
 456,   3.360e-01,   4.909e-01,   1.453e-03,       0.156,       0.000,       0.988,   1.270e-04,      0.1668
 457,   3.191e-01,   4.909e-01,   3.984e-03,       0.131,       0.000,       0.991,   2.027e-04,      0.1902
 458,   2.936e-01,   4.909e-01,   7.102e-03,       0.099,       0.000,       0.995,   2.661e-04,      0.2053
 459,   2.611e-01,   4.909e-01,   9.976e-03,       0.059,       0.000,       0.998,   3.138e-04,      0.1994
 460,   2.234e-01,   4.909e-01,   1.178e-02,       0.016,       0.000,       1.000,   3.436e-04,      0.1604
 461,   1.827e-01,   4.909e-01,   1.211e-02,      -0.016,       0.000,       1.000,   3.539e-04,      0.1148
 462,   1.415e-01,   4.909e-01,   1.122e-02,      -0.037,       0.000,       0.999,   3.438e-04,      0.0750
 463,   1.020e-01,   4.909e-01,   9.639e-03,      -0.049,       0.000,       0.999,   3.137e-04,      0.0552
 464,   6.665e-02,   4.909e-01,   7.771e-03,      -0.064,       0.000,       0.998,   2.654e-04,      0.0357
 465,   3.742e-02,   4.909e-01,   5.764e-03,      -0.085,       0.000,       0.996,   2.017e-04,      0.0077
 466,   1.603e-02,   4.909e-01,   3.743e-03,      -0.135,       0.000,       0.991,   1.266e-04,     -0.1703
 467,   3.726e-03,   4.909e-01,   1.824e-03,      -0.314,       0.000,       0.949,   4.492e-05,     -1.9112
Strip 37
 468,   3.435e-01,   4.977e-01,   2.172e-04,       0.171,       0.000,       0.985,   2.609e-05,      0.0987
 469,   3.360e-01,   4.977e-01,   1.453e-03,       0.156,       0.000,       0.988,   7.656e-05,      0.1216
 470,   3.191e-01,   4.977e-01,   3.984e-03,       0.131,       0.000,       0.991,   1.222e-04,      0.1347
 471,   2.936e-01,   4.977e-01,   7.101e-03,       0.099,       0.000,       0.995,   1.604e-04,      0.1445
 472,   2.611e-01,   4.977e-01,   9.976e-03,       0.059,       0.000,       0.998,   1.892e-04,      0.1401
 473,   2.234e-01,   4.977e-01,   1.178e-02,       0.016,       0.000,       1.000,   2.071e-04,      0.1122
 474,   1.827e-01,   4.977e-01,   1.211e-02,      -0.016,       0.000,       1.000,   2.133e-04,      0.0800
 475,   1.415e-01,   4.977e-01,   1.122e-02,      -0.037,       0.000,       0.999,   2.072e-04,      0.0521
 476,   1.020e-01,   4.977e-01,   9.638e-03,      -0.049,       0.000,       0.999,   1.891e-04,      0.0393
 477,   6.665e-02,   4.977e-01,   7.771e-03,      -0.064,       0.000,       0.998,   1.600e-04,      0.0277
 478,   3.742e-02,   4.977e-01,   5.764e-03,      -0.085,       0.000,       0.996,   1.216e-04,      0.0181
 479,   1.603e-02,   4.977e-01,   3.743e-03,      -0.135,       0.000,       0.991,   7.632e-05,     -0.0633
 480,   3.726e-03,   4.977e-01,   1.824e-03,      -0.314,       0.000,       0.949,   2.708e-05,     -1.5709
Strip 38
 481,   3.434e-01,   5.011e-01,   2.172e-04,       0.171,       0.000,       0.985,   8.716e-06,      0.0661
 482,   3.360e-01,   5.011e-01,   1.453e-03,       0.156,       0.000,       0.988,   2.558e-05,      0.0717
 483,   3.191e-01,   5.011e-01,   3.984e-03,       0.131,       0.000,       0.991,   4.082e-05,      0.0785
 484,   2.936e-01,   5.011e-01,   7.101e-03,       0.099,       0.000,       0.995,   5.359e-05,      0.0841
 485,   2.611e-01,   5.011e-01,   9.976e-03,       0.059,       0.000,       0.998,   6.320e-05,      0.0820
 486,   2.234e-01,   5.011e-01,   1.178e-02,       0.016,       0.000,       1.000,   6.918e-05,      0.0657
 487,   1.827e-01,   5.011e-01,   1.211e-02,      -0.016,       0.000,       1.000,   7.126e-05,      0.0465
 488,   1.415e-01,   5.011e-01,   1.122e-02,      -0.037,       0.000,       0.999,   6.922e-05,      0.0302
 489,   1.020e-01,   5.011e-01,   9.638e-03,      -0.049,       0.000,       0.999,   6.316e-05,      0.0230
 490,   6.664e-02,   5.011e-01,   7.771e-03,      -0.064,       0.000,       0.998,   5.344e-05,      0.0168
 491,   3.742e-02,   5.011e-01,   5.764e-03,      -0.085,       0.000,       0.996,   4.062e-05,      0.0142
 492,   1.603e-02,   5.011e-01,   3.743e-03,      -0.135,       0.000,       0.991,   2.550e-05,     -0.0060
 493,   3.726e-03,   5.011e-01,   1.824e-03,      -0.314,       0.000,       0.949,   9.047e-06,     -1.0208




ElevatorCp Coefficients
Strip 1
   0,   9.407e-01,  -2.123e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0155
   1,   9.199e-01,  -2.123e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0245
   2,   8.990e-01,  -2.123e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0342
   3,   8.782e-01,  -2.123e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0469
   4,   8.573e-01,  -2.123e-01,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0684
   5,   8.365e-01,  -2.123e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1279
   6,   8.156e-01,  -2.123e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4837
Strip 2
   7,   9.407e-01,  -2.008e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0215
   8,   9.199e-01,  -2.008e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0351
   9,   8.990e-01,  -2.008e-01,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0491
  10,   8.782e-01,  -2.008e-01,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0657
  11,   8.573e-01,  -2.008e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0895
  12,   8.365e-01,  -2.008e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1550
  13,   8.156e-01,  -2.008e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.7685
Strip 3
  14,   9.407e-01,  -1.893e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0291
  15,   9.199e-01,  -1.893e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0487
  16,   8.990e-01,  -1.893e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0702
  17,   8.782e-01,  -1.893e-01,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0993
  18,   8.573e-01,  -1.893e-01,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1483
  19,   8.365e-01,  -1.893e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2646
  20,   8.156e-01,  -1.893e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.7826
Strip 4
  21,   9.407e-01,  -1.778e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0358
  22,   9.199e-01,  -1.778e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0600
  23,   8.990e-01,  -1.778e-01,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0870
  24,   8.782e-01,  -1.778e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1240
  25,   8.573e-01,  -1.778e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1851
  26,   8.365e-01,  -1.778e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3158
  27,   8.156e-01,  -1.778e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.8216
Strip 5
  28,   9.407e-01,  -1.664e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0427
  29,   9.199e-01,  -1.664e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0713
  30,   8.990e-01,  -1.664e-01,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1034
  31,   8.782e-01,  -1.664e-01,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1467
  32,   8.573e-01,  -1.664e-01,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2157
  33,   8.365e-01,  -1.664e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.3535
  34,   8.156e-01,  -1.664e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.8477
Strip 6
  35,   9.407e-01,  -1.549e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0443
  36,   9.199e-01,  -1.549e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0755
  37,   8.990e-01,  -1.549e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1106
  38,   8.782e-01,  -1.549e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1579
  39,   8.573e-01,  -1.549e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2327
  40,   8.365e-01,  -1.549e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3788
  41,   8.156e-01,  -1.549e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.9266
Strip 7
  42,   9.407e-01,  -1.434e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0483
  43,   9.199e-01,  -1.434e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0819
  44,   8.990e-01,  -1.434e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1197
  45,   8.782e-01,  -1.434e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1703
  46,   8.573e-01,  -1.434e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2491
  47,   8.365e-01,  -1.434e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4012
  48,   8.156e-01,  -1.434e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.9597
Strip 8
  49,   9.407e-01,  -1.319e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0517
  50,   9.199e-01,  -1.319e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0875
  51,   8.990e-01,  -1.319e-01,   3.458e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1273
  52,   8.782e-01,  -1.319e-01,   2.730e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1804
  53,   8.573e-01,  -1.319e-01,   2.002e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.2624
  54,   8.365e-01,  -1.319e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4195
  55,   8.156e-01,  -1.319e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -0.9880
Strip 9
  56,   9.407e-01,  -1.205e-01,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0527
  57,   9.199e-01,  -1.205e-01,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0899
  58,   8.990e-01,  -1.205e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1311
  59,   8.782e-01,  -1.205e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1857
  60,   8.573e-01,  -1.205e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2698
  61,   8.365e-01,  -1.205e-01,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4319
  62,   8.156e-01,  -1.205e-01,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.0437
Strip 10
  63,   9.407e-01,  -1.090e-01,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0569
  64,   9.199e-01,  -1.090e-01,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0966
  65,   8.990e-01,  -1.090e-01,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1404
  66,   8.782e-01,  -1.090e-01,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1976
  67,   8.573e-01,  -1.090e-01,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2842
  68,   8.365e-01,  -1.090e-01,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4474
  69,   8.156e-01,  -1.090e-01,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.0445
Strip 11
  70,   9.407e-01,  -9.753e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0601
  71,   9.199e-01,  -9.753e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1016
  72,   8.990e-01,  -9.753e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1471
  73,   8.782e-01,  -9.753e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2061
  74,   8.573e-01,  -9.753e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2941
  75,   8.365e-01,  -9.753e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4578
  76,   8.156e-01,  -9.753e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.0505
Strip 12
  77,   9.407e-01,  -8.605e-02,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0632
  78,   9.199e-01,  -8.605e-02,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1064
  79,   8.990e-01,  -8.605e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1535
  80,   8.782e-01,  -8.605e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2140
  81,   8.573e-01,  -8.605e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3032
  82,   8.365e-01,  -8.605e-02,   1.274e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.4674
  83,   8.156e-01,  -8.605e-02,   5.459e-04,      -0.035,      -0.000,       0.999,   2.393e-04,     -1.0530
Strip 13
  84,   9.407e-01,  -7.458e-02,   4.913e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.0637
  85,   9.199e-01,  -7.458e-02,   4.185e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1077
  86,   8.990e-01,  -7.458e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1556
  87,   8.782e-01,  -7.458e-02,   2.730e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.2168
  88,   8.573e-01,  -7.458e-02,   2.002e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.3071
  89,   8.365e-01,  -7.458e-02,   1.274e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.4737
  90,   8.156e-01,  -7.458e-02,   5.459e-04,      -0.035,       0.000,       0.999,   2.393e-04,     -1.0831
Strip 14
  91,   9.407e-01,  -6.311e-02,   4.913e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.0652
  92,   9.199e-01,  -6.311e-02,   4.185e-03,      -0.035,      -0.000,       0.999,   2.393e-04,     -0.1100
  93,   8.990e-01,  -6.311e-02,   3.458e-03,      -0.035,       0.000,       0.999,   2.393e-04,     -0.1585
